Signal-1,Signal-2,Signal-3
399.0,509.0,13905.0
401.0,509.0,13889.0
400.0,509.0,13897.0
399.0,510.0,13905.0
401.0,511.0,13889.0
400.0,509.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
401.0,510.0,13889.0
399.0,510.0,13905.0
401.0,509.0,13889.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
399.0,510.0,13905.0
399.0,510.0,13905.0
402.0,510.0,13881.0
400.0,510.0,13897.0
400.0,510.0,13897.0
402.0,510.0,13881.0
400.0,510.0,13897.0
401.0,509.0,13889.0
401.0,511.0,13889.0
400.0,511.0,13897.0
400.0,509.0,13897.0
400.0,509.0,13897.0
399.0,511.0,13905.0
400.0,510.0,13897.0
400.0,511.0,13897.0
400.0,509.0,13897.0
399.0,510.0,13905.0
398.0,511.0,13913.0
399.0,510.0,13905.0
401.0,509.0,13889.0
400.0,510.0,13897.0
400.0,509.0,13897.0
400.0,510.0,13897.0
401.0,511.0,13889.0
400.0,509.0,13897.0
402.0,511.0,13881.0
399.0,511.0,13905.0
399.0,509.0,13905.0
401.0,510.0,13889.0
400.0,510.0,13897.0
400.0,510.0,13897.0
399.0,510.0,13905.0
402.0,510.0,13881.0
400.0,511.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
402.0,510.0,13882.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,512.0,13890.0
400.0,510.0,13898.0
400.0,511.0,13898.0
400.0,509.0,13898.0
400.0,511.0,13898.0
400.0,509.0,13898.0
401.0,511.0,13890.0
399.0,510.0,13906.0
399.0,510.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,509.0,13905.0
400.0,510.0,13897.0
401.0,511.0,13890.0
400.0,510.0,13898.0
399.0,510.0,13905.0
402.0,511.0,13882.0
400.0,511.0,13898.0
400.0,510.0,13898.0
401.0,509.0,13890.0
399.0,510.0,13906.0
400.0,510.0,13898.0
401.0,509.0,13890.0
401.0,510.0,13890.0
401.0,509.0,13890.0
399.0,510.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,511.0,13898.0
400.0,512.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,509.0,13898.0
402.0,510.0,13882.0
400.0,511.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,510.0,13898.0
400.0,511.0,13898.0
399.0,509.0,13906.0
399.0,509.0,13906.0
399.0,510.0,13906.0
401.0,510.0,13890.0
400.0,511.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,511.0,13890.0
399.0,509.0,13906.0
400.0,510.0,13898.0
402.0,510.0,13882.0
399.0,510.0,13906.0
400.0,510.0,13898.0
401.0,510.0,13890.0
399.0,509.0,13906.0
399.0,509.0,13906.0
401.0,509.0,13890.0
399.0,511.0,13906.0
402.0,509.0,13882.0
400.0,511.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,511.0,13898.0
400.0,509.0,13898.0
401.0,509.0,13890.0
400.0,510.0,13898.0
399.0,510.0,13906.0
401.0,510.0,13890.0
401.0,510.0,13890.0
401.0,509.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,511.0,13890.0
400.0,511.0,13898.0
401.0,510.0,13891.0
401.0,510.0,13891.0
400.0,510.0,13899.0
400.0,511.0,13899.0
400.0,511.0,13899.0
399.0,509.0,13907.0
401.0,510.0,13891.0
399.0,510.0,13907.0
399.0,509.0,13906.0
401.0,510.0,13891.0
401.0,510.0,13891.0
399.0,510.0,13907.0
400.0,509.0,13899.0
399.0,509.0,13906.0
400.0,509.0,13898.0
401.0,510.0,13891.0
399.0,510.0,13906.0
400.0,510.0,13898.0
399.0,509.0,13906.0
400.0,511.0,13898.0
401.0,511.0,13890.0
399.0,509.0,13906.0
399.0,511.0,13906.0
400.0,510.0,13898.0
399.0,509.0,13906.0
401.0,510.0,13890.0
401.0,509.0,13890.0
401.0,510.0,13890.0
400.0,509.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,510.0,13898.0
399.0,510.0,13906.0
399.0,510.0,13906.0
401.0,510.0,13890.0
400.0,511.0,13898.0
399.0,511.0,13906.0
401.0,510.0,13890.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,511.0,13898.0
399.0,509.0,13906.0
401.0,509.0,13890.0
400.0,509.0,13898.0
399.0,509.0,13906.0
400.0,510.0,13898.0
398.0,509.0,13914.0
400.0,510.0,13898.0
401.0,511.0,13890.0
401.0,509.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,511.0,13898.0
399.0,510.0,13906.0
399.0,510.0,13906.0
400.0,509.0,13898.0
401.0,512.0,13890.0
400.0,510.0,13898.0
399.0,509.0,13906.0
400.0,509.0,13898.0
400.0,511.0,13898.0
400.0,509.0,13898.0
399.0,510.0,13906.0
400.0,511.0,13898.0
400.0,510.0,13898.0
399.0,509.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
398.0,509.0,13914.0
399.0,512.0,13906.0
401.0,511.0,13890.0
399.0,510.0,13906.0
401.0,511.0,13890.0
400.0,511.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
401.0,509.0,13890.0
401.0,510.0,13890.0
401.0,509.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,510.0,13898.0
401.0,510.0,13890.0
401.0,510.0,13890.0
400.0,510.0,13898.0
398.0,510.0,13914.0
400.0,511.0,13898.0
401.0,511.0,13890.0
399.0,509.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
399.0,509.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,511.0,13890.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,510.0,13898.0
399.0,510.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,511.0,13898.0
401.0,510.0,13890.0
398.0,511.0,13914.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,511.0,13898.0
400.0,509.0,13898.0
401.0,509.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,509.0,13890.0
400.0,510.0,13898.0
402.0,510.0,13882.0
400.0,511.0,13898.0
401.0,509.0,13890.0
401.0,510.0,13891.0
400.0,510.0,13899.0
400.0,509.0,13899.0
401.0,509.0,13891.0
399.0,511.0,13907.0
399.0,509.0,13906.0
400.0,510.0,13898.0
399.0,509.0,13906.0
399.0,509.0,13906.0
402.0,509.0,13882.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,510.0,13891.0
399.0,509.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
399.0,509.0,13906.0
402.0,509.0,13883.0
399.0,510.0,13906.0
400.0,509.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
399.0,510.0,13906.0
400.0,509.0,13898.0
399.0,510.0,13906.0
402.0,510.0,13882.0
399.0,509.0,13906.0
399.0,509.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,509.0,13898.0
401.0,511.0,13890.0
400.0,510.0,13898.0
400.0,509.0,13898.0
401.0,509.0,13890.0
399.0,510.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
399.0,509.0,13906.0
400.0,510.0,13898.0
401.0,510.0,13890.0
399.0,510.0,13906.0
400.0,509.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,509.0,13906.0
401.0,510.0,13890.0
399.0,511.0,13906.0
400.0,509.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
400.0,510.0,13898.0
398.0,510.0,13914.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,509.0,13898.0
400.0,509.0,13898.0
400.0,511.0,13898.0
400.0,510.0,13898.0
399.0,510.0,13906.0
400.0,510.0,13898.0
399.0,510.0,13906.0
402.0,509.0,13882.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,511.0,13906.0
399.0,509.0,13906.0
400.0,511.0,13898.0
400.0,510.0,13898.0
399.0,509.0,13906.0
399.0,509.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,512.0,13898.0
400.0,510.0,13898.0
400.0,509.0,13898.0
399.0,511.0,13906.0
400.0,510.0,13898.0
400.0,511.0,13898.0
400.0,509.0,13898.0
401.0,509.0,13890.0
399.0,511.0,13906.0
399.0,510.0,13906.0
399.0,509.0,13905.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
400.0,510.0,13897.0
401.0,510.0,13890.0
398.0,510.0,13913.0
401.0,510.0,13889.0
401.0,511.0,13890.0
400.0,510.0,13898.0
401.0,510.0,13890.0
400.0,510.0,13898.0
399.0,509.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,509.0,13890.0
400.0,510.0,13898.0
400.0,509.0,13898.0
400.0,510.0,13898.0
399.0,511.0,13906.0
400.0,510.0,13898.0
400.0,510.0,13898.0
400.0,510.0,13898.0
399.0,509.0,13906.0
401.0,509.0,13890.0
401.0,511.0,13890.0
400.0,509.0,13898.0
401.0,510.0,13890.0
401.0,510.0,13890.0
399.0,510.0,13906.0
401.0,510.0,13890.0
400.0,510.0,13898.0
400.0,510.0,13898.0
401.0,509.0,13890.0
401.0,509.0,13890.0
400.0,510.0,13898.0
401.0,509.0,13890.0
400.0,510.0,13898.0
401.0,510.0,13890.0
401.0,509.0,13890.0
400.0,510.0,13898.0
399.0,510.0,13906.0
402.0,511.0,13883.0
400.0,512.0,13899.0
401.0,509.0,13891.0
401.0,509.0,13891.0
400.0,510.0,13899.0
399.0,509.0,13907.0
400.0,510.0,13899.0
402.0,509.0,13883.0
399.0,509.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
401.0,511.0,13891.0
400.0,509.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,509.0,13899.0
400.0,509.0,13899.0
400.0,509.0,13899.0
400.0,509.0,13899.0
401.0,510.0,13891.0
401.0,509.0,13891.0
400.0,510.0,13899.0
401.0,509.0,13891.0
399.0,509.0,13907.0
401.0,509.0,13891.0
400.0,509.0,13899.0
400.0,510.0,13899.0
401.0,510.0,13891.0
400.0,509.0,13899.0
400.0,511.0,13899.0
401.0,510.0,13891.0
400.0,510.0,13899.0
400.0,510.0,13899.0
402.0,510.0,13884.0
400.0,510.0,13900.0
399.0,509.0,13907.0
400.0,509.0,13899.0
401.0,509.0,13892.0
400.0,509.0,13900.0
400.0,509.0,13900.0
399.0,511.0,13907.0
401.0,509.0,13892.0
398.0,510.0,13915.0
400.0,509.0,13899.0
400.0,510.0,13899.0
399.0,509.0,13907.0
401.0,510.0,13891.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,510.0,13899.0
401.0,510.0,13891.0
401.0,510.0,13892.0
399.0,511.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
401.0,509.0,13892.0
400.0,510.0,13900.0
401.0,508.0,13892.0
401.0,511.0,13892.0
399.0,510.0,13908.0
400.0,511.0,13900.0
400.0,509.0,13900.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,509.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
402.0,510.0,13884.0
401.0,510.0,13892.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,509.0,13900.0
400.0,508.0,13900.0
400.0,509.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
401.0,510.0,13892.0
402.0,510.0,13884.0
399.0,509.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,509.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
401.0,508.0,13892.0
400.0,510.0,13900.0
400.0,509.0,13900.0
401.0,509.0,13892.0
400.0,510.0,13900.0
401.0,509.0,13892.0
400.0,509.0,13900.0
400.0,509.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,508.0,13900.0
400.0,509.0,13900.0
400.0,511.0,13900.0
401.0,509.0,13892.0
400.0,510.0,13900.0
400.0,509.0,13900.0
402.0,511.0,13885.0
400.0,509.0,13901.0
400.0,511.0,13901.0
400.0,509.0,13901.0
399.0,510.0,13908.0
401.0,509.0,13893.0
400.0,511.0,13901.0
399.0,509.0,13908.0
399.0,509.0,13908.0
402.0,509.0,13885.0
400.0,509.0,13901.0
401.0,509.0,13893.0
399.0,509.0,13909.0
401.0,511.0,13893.0
399.0,510.0,13909.0
400.0,510.0,13901.0
400.0,510.0,13901.0
400.0,511.0,13901.0
400.0,509.0,13901.0
400.0,509.0,13901.0
400.0,510.0,13901.0
400.0,510.0,13901.0
401.0,509.0,13893.0
400.0,510.0,13901.0
400.0,510.0,13901.0
400.0,509.0,13901.0
401.0,509.0,13893.0
399.0,509.0,13909.0
399.0,509.0,13909.0
400.0,510.0,13901.0
400.0,509.0,13901.0
400.0,510.0,13901.0
401.0,510.0,13893.0
399.0,509.0,13909.0
400.0,510.0,13901.0
399.0,510.0,13908.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,509.0,13908.0
401.0,511.0,13892.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,509.0,13900.0
398.0,510.0,13916.0
401.0,511.0,13892.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,511.0,13900.0
400.0,509.0,13900.0
399.0,509.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
401.0,511.0,13892.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
401.0,509.0,13892.0
399.0,510.0,13908.0
401.0,509.0,13892.0
400.0,509.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
399.0,510.0,13908.0
400.0,510.0,13900.0
401.0,510.0,13892.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
399.0,509.0,13908.0
400.0,509.0,13900.0
399.0,510.0,13908.0
399.0,509.0,13908.0
401.0,512.0,13892.0
400.0,509.0,13900.0
399.0,510.0,13908.0
400.0,511.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
401.0,510.0,13892.0
400.0,509.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
402.0,509.0,13884.0
399.0,509.0,13908.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,509.0,13900.0
401.0,510.0,13892.0
399.0,510.0,13908.0
399.0,509.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
399.0,510.0,13907.0
400.0,509.0,13899.0
401.0,510.0,13892.0
402.0,510.0,13884.0
399.0,510.0,13908.0
401.0,509.0,13892.0
399.0,510.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
399.0,509.0,13908.0
401.0,511.0,13892.0
401.0,511.0,13892.0
399.0,509.0,13908.0
402.0,510.0,13884.0
400.0,511.0,13900.0
400.0,509.0,13900.0
401.0,510.0,13892.0
399.0,509.0,13908.0
400.0,511.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
402.0,510.0,13884.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
399.0,509.0,13908.0
399.0,510.0,13908.0
401.0,510.0,13892.0
399.0,510.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,511.0,13907.0
399.0,509.0,13907.0
399.0,510.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
399.0,510.0,13907.0
400.0,509.0,13899.0
401.0,510.0,13891.0
399.0,512.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,511.0,13899.0
400.0,509.0,13899.0
401.0,509.0,13891.0
400.0,510.0,13899.0
399.0,509.0,13907.0
399.0,511.0,13907.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,510.0,13899.0
399.0,509.0,13907.0
401.0,510.0,13891.0
400.0,510.0,13899.0
399.0,510.0,13907.0
401.0,510.0,13891.0
399.0,510.0,13907.0
400.0,509.0,13899.0
402.0,511.0,13883.0
400.0,511.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
399.0,509.0,13907.0
401.0,509.0,13891.0
401.0,510.0,13891.0
399.0,510.0,13907.0
401.0,510.0,13891.0
400.0,510.0,13899.0
399.0,510.0,13907.0
400.0,510.0,13899.0
399.0,510.0,13907.0
400.0,511.0,13899.0
401.0,511.0,13891.0
399.0,510.0,13907.0
399.0,510.0,13907.0
401.0,510.0,13891.0
399.0,510.0,13907.0
400.0,510.0,13899.0
401.0,510.0,13891.0
398.0,511.0,13915.0
399.0,509.0,13907.0
399.0,510.0,13907.0
401.0,511.0,13891.0
400.0,511.0,13899.0
400.0,511.0,13899.0
399.0,510.0,13907.0
402.0,510.0,13883.0
400.0,510.0,13899.0
399.0,509.0,13907.0
401.0,510.0,13891.0
400.0,511.0,13899.0
400.0,510.0,13899.0
401.0,511.0,13891.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
401.0,510.0,13891.0
400.0,510.0,13899.0
399.0,510.0,13907.0
400.0,509.0,13899.0
399.0,510.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
402.0,511.0,13883.0
399.0,509.0,13907.0
400.0,511.0,13899.0
401.0,510.0,13891.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,510.0,13899.0
399.0,510.0,13907.0
401.0,510.0,13891.0
399.0,510.0,13907.0
399.0,511.0,13907.0
401.0,510.0,13891.0
400.0,509.0,13899.0
401.0,511.0,13891.0
402.0,510.0,13883.0
401.0,510.0,13891.0
400.0,510.0,13899.0
402.0,510.0,13884.0
401.0,510.0,13892.0
400.0,510.0,13900.0
402.0,510.0,13884.0
400.0,512.0,13900.0
401.0,509.0,13892.0
401.0,509.0,13892.0
400.0,511.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
398.0,509.0,13916.0
400.0,510.0,13900.0
401.0,511.0,13892.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,511.0,13900.0
400.0,511.0,13900.0
401.0,511.0,13892.0
399.0,510.0,13908.0
399.0,509.0,13908.0
401.0,510.0,13892.0
398.0,510.0,13916.0
399.0,509.0,13908.0
399.0,510.0,13908.0
399.0,510.0,13907.0
401.0,512.0,13892.0
399.0,509.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
402.0,510.0,13884.0
398.0,511.0,13915.0
401.0,511.0,13892.0
400.0,510.0,13900.0
399.0,510.0,13907.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,510.0,13899.0
400.0,509.0,13899.0
400.0,509.0,13899.0
401.0,510.0,13892.0
399.0,510.0,13907.0
401.0,511.0,13892.0
400.0,510.0,13900.0
400.0,511.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
401.0,512.0,13892.0
400.0,510.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
401.0,509.0,13892.0
399.0,510.0,13908.0
401.0,509.0,13892.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
399.0,510.0,13908.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13907.0
402.0,510.0,13884.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,512.0,13900.0
399.0,510.0,13907.0
400.0,511.0,13899.0
400.0,510.0,13899.0
399.0,510.0,13907.0
400.0,511.0,13899.0
400.0,511.0,13899.0
400.0,510.0,13899.0
401.0,510.0,13891.0
401.0,510.0,13892.0
401.0,510.0,13892.0
400.0,511.0,13900.0
400.0,511.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,511.0,13900.0
400.0,512.0,13900.0
402.0,510.0,13884.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
401.0,510.0,13892.0
401.0,510.0,13892.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
401.0,511.0,13892.0
400.0,511.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
401.0,510.0,13892.0
401.0,510.0,13892.0
402.0,510.0,13884.0
402.0,510.0,13884.0
400.0,510.0,13900.0
400.0,510.0,13900.0
401.0,510.0,13892.0
400.0,509.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
400.0,510.0,13900.0
400.0,509.0,13900.0
401.0,510.0,13892.0
399.0,511.0,13908.0
400.0,510.0,13900.0
401.0,509.0,13892.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
399.0,508.0,13908.0
401.0,509.0,13892.0
400.0,510.0,13900.0
400.0,511.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
401.0,510.0,13892.0
401.0,510.0,13892.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
399.0,510.0,13908.0
400.0,511.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
401.0,512.0,13892.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,511.0,13900.0
399.0,510.0,13908.0
401.0,510.0,13892.0
400.0,512.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
401.0,510.0,13892.0
399.0,511.0,13908.0
401.0,509.0,13892.0
399.0,510.0,13908.0
400.0,511.0,13900.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
400.0,511.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,511.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
402.0,511.0,13884.0
401.0,510.0,13892.0
400.0,509.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
401.0,511.0,13892.0
399.0,510.0,13908.0
399.0,510.0,13908.0
400.0,511.0,13900.0
399.0,510.0,13908.0
403.0,511.0,13876.0
399.0,510.0,13908.0
399.0,509.0,13908.0
401.0,511.0,13892.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
401.0,511.0,13892.0
401.0,511.0,13892.0
399.0,509.0,13908.0
399.0,511.0,13908.0
402.0,510.0,13884.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
399.0,511.0,13908.0
400.0,510.0,13900.0
401.0,510.0,13892.0
401.0,510.0,13892.0
399.0,509.0,13908.0
400.0,510.0,13900.0
401.0,511.0,13892.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
400.0,509.0,13900.0
398.0,510.0,13916.0
402.0,510.0,13884.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,509.0,13900.0
402.0,510.0,13884.0
399.0,510.0,13908.0
400.0,509.0,13900.0
401.0,510.0,13892.0
400.0,511.0,13900.0
401.0,511.0,13892.0
399.0,509.0,13908.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,512.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
401.0,510.0,13892.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,511.0,13908.0
401.0,509.0,13892.0
399.0,510.0,13908.0
400.0,509.0,13900.0
399.0,509.0,13908.0
401.0,511.0,13892.0
400.0,510.0,13900.0
399.0,509.0,13908.0
400.0,510.0,13900.0
402.0,510.0,13884.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
398.0,510.0,13916.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,511.0,13908.0
399.0,509.0,13908.0
402.0,509.0,13884.0
399.0,511.0,13908.0
400.0,510.0,13900.0
402.0,510.0,13884.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,511.0,13900.0
400.0,509.0,13900.0
400.0,509.0,13900.0
401.0,511.0,13892.0
401.0,510.0,13892.0
401.0,509.0,13892.0
402.0,510.0,13884.0
399.0,510.0,13908.0
400.0,510.0,13900.0
400.0,509.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
400.0,510.0,13900.0
399.0,510.0,13908.0
401.0,510.0,13892.0
400.0,509.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
399.0,510.0,13908.0
400.0,510.0,13900.0
402.0,510.0,13884.0
401.0,510.0,13892.0
400.0,510.0,13900.0
402.0,510.0,13884.0
399.0,511.0,13908.0
400.0,509.0,13900.0
400.0,511.0,13900.0
400.0,511.0,13900.0
400.0,510.0,13900.0
400.0,511.0,13900.0
399.0,510.0,13908.0
